AMEX60DD000001	ZFP37-ZNF568
AMEX60DDU001007127	AMEX60DDU001007127
AMEX60DDU001007128	LOC106704867
AMEX60DDU001007129	AMEX60DDU001007129
AMEX60DDU001007130	LOC106632435
AMEX60DDU001007131	AMEX60DDU001007131
AMEX60DDU001007132	AMEX60DDU001007132
AMEX60DDU001007133	AMEX60DDU001007133
AMEX60DDU001007134	AMEX60DDU001007134
AMEX60DDU001007135	AMEX60DDU001007135
AMEX60DDU001007136	AMEX60DDU001007136
AMEX60DDU001007137	AMEX60DDU001007137
AMEX60DDU001007138	ADCY6
AMEX60DDU001007139	AMEX60DDU001007139
AMEX60DDU001007140	N/A
AMEX60DDU001007141	AMEX60DDU001007141
AMEX60DDU001007142	ARHGAP15
AMEX60DDU001007143	LOC102452183
AMEX60DDU001007144	AMEX60DDU001007144
AMEX60DDU001007145	AMEX60DDU001007145
AMEX60DDU001007146	AMEX60DDU001007146
AMEX60DDU001007147	AMEX60DDU001007147
AMEX60DDU001007148	RTL1
AMEX60DDU001007149	PARPI_0029192
AMEX60DDU001007150	MRPL55
AMEX60DDU001007151	ROHU_011646
AMEX60DDU001007152	LOC102361187
AMEX60DDU001007153	AMEX60DDU001007153
AMEX60DDU001007154	AMEX60DDU001007154
AMEX60DDU001007155	GUK1
AMEX60DDU001007156	AMEX60DDU001007156
AMEX60DDU001007157	AMEX60DDU001007157
AMEX60DDU001007158	AMEX60DDU001007158
AMEX60DDU001007159	AMEX60DDU001007159
AMEX60DDU001007160	AMEX60DDU001007160
AMEX60DDU001007161	AMEX60DDU001007161
AMEX60DDU001007162	AMEX60DDU001007162
AMEX60DDU001007163	AMEX60DDU001007163
AMEX60DDU001007164	AMEX60DDU001007164
AMEX60DDU001007165	AMEX60DDU001007165
AMEX60DDU001007166	AMEX60DDU001007166
AMEX60DDU001007167	LOC102461666
AMEX60DDU001007168	UY3_18195
AMEX60DDU001007169	AMEX60DDU001007169
AMEX60DDU001007170	OBSCN
AMEX60DDU001007171	LOC108797154
AMEX60DDU001007172	AMEX60DDU001007172
AMEX60DDU001007173	AMEX60DDU001007173
AMEX60DDU001007174	OBSCN
AMEX60DDU001007175	AMEX60DDU001007175
AMEX60DDU001007176	LOC106633589
AMEX60DDU001007177	OBSCN
AMEX60DDU001007178	AMEX60DDU001007178
AMEX60DDU001007179	AMEX60DDU001007179
AMEX60DDU001007180	AMEX60DDU001007180
AMEX60DDU001007181	AMEX60DDU001007181
AMEX60DDU001007182	LOC102461666
AMEX60DDU001007183	AMEX60DDU001007183
AMEX60DDU001007184	AMEX60DDU001007184
AMEX60DDU001007185	LOC108799222
AMEX60DDU001007186	AMEX60DDU001007186
AMEX60DDU001007187	AMEX60DDU001007187
AMEX60DDU001007188	AMEX60DDU001007188
AMEX60DDU001007189	AMEX60DDU001007189
AMEX60DDU001007190	AMEX60DDU001007190
AMEX60DDU001007191	AMEX60DDU001007191
AMEX60DDU001007192	AMEX60DDU001007192
AMEX60DDU001007193	LOC114595149
AMEX60DDU001007194	AMEX60DDU001007194
AMEX60DDU001007195	AMEX60DDU001007195
AMEX60DDU001007196	AMEX60DDU001007196
AMEX60DDU001007197	N/A
AMEX60DDU001007198	AMEX60DDU001007198
AMEX60DDU001007199	A6R68_19796-ROCK1
AMEX60DDU001007200	LOC115081559
AMEX60DDU001007201	AMEX60DDU001007201
AMEX60DDU001007202	AMEX60DDU001007202
AMEX60DDU001007203	AMEX60DDU001007203
AMEX60DDU001007204	AMEX60DDU001007204
AMEX60DDU001007205	LOC102461666
AMEX60DDU001007206	AMEX60DDU001007206
AMEX60DDU001007207	LOC112547415
AMEX60DDU001007208	AB205_0057160-ROCK1
AMEX60DDU001007209	AMEX60DDU001007209
AMEX60DDU001007210	LOC112547415
AMEX60DDU001007211	AMEX60DDU001007211
AMEX60DDU001007212	AMEX60DDU001007212
AMEX60DDU001007213	IP6K3
AMEX60DDU001007214	AMEX60DDU001007214
AMEX60DDU001007215	AMEX60DDU001007215
AMEX60DDU001007216	AMEX60DDU001007216
AMEX60DDU001007217	AMEX60DDU001007217
AMEX60DDU001007218	LOC102461666
AMEX60DDU001007219	RASAL1
AMEX60DDU001007220	AMEX60DDU001007220
AMEX60DDU001007221	LOC112547415
AMEX60DDU001007222	AMEX60DDU001007222
AMEX60DDU001007223	ROCK1
AMEX60DDU001007224	UY3_00081
AMEX60DDU001007225	LOC112545658
AMEX60DDU001007226	LOC112432775
AMEX60DDU001007227	LOC112543511
AMEX60DDU001007228	AMEX60DDU001007228
AMEX60DDU001007229	LOC112547415
AMEX60DDU001007230	ROCK1
AMEX60DDU001007231	LOC102461666
AMEX60DDU001007232	LOC112543511
AMEX60DDU001007233	LOC104077986-ROCK1
AMEX60DDU001007234	UY3_10192
AMEX60DDU001007235	AMEX60DDU001007235
AMEX60DDU001007236	AMEX60DDU001007236
AMEX60DDU001007237	UY3_15155
AMEX60DDU001007238	AMEX60DDU001007238
AMEX60DDU001007239	AMEX60DDU001007239
AMEX60DDU001007240	AMEX60DDU001007240
AMEX60DDU001007241	N/A
AMEX60DDU001007242	AMEX60DDU001007242
AMEX60DDU001007243	AMEX60DDU001007243
AMEX60DDU001007244	AMEX60DDU001007244
AMEX60DDU001007245	LOC112545658
AMEX60DDU001007246	AMEX60DDU001007246
AMEX60DDU001007247	AB205_0057170-ROCK1
AMEX60DDU001007248	AMEX60DDU001007248
AMEX60DDU001007249	AMEX60DDU001007249
AMEX60DDU001007250	PARPI_0007353
AMEX60DDU001007251	AMEX60DDU001007251
AMEX60DDU001007252	AMEX60DDU001007252
AMEX60DDU001007253	AMEX60DDU001007253
AMEX60DDU001007254	AMEX60DDU001007254
AMEX60DDU001007255	AMEX60DDU001007255
AMEX60DDU001007256	AMEX60DDU001007256
AMEX60DDU001007257	AMEX60DDU001007257
AMEX60DDU001007258	AMEX60DDU001007258
AMEX60DDU001007259	AMEX60DDU001007259
AMEX60DDU001007260	AMEX60DDU001007260
AMEX60DDU001007261	AMEX60DDU001007261
AMEX60DDU001007262	AMEX60DDU001007262
AMEX60DDU001007263	RTL1
AMEX60DDU001007264	AMEX60DDU001007264
AMEX60DDU001007265	AMEX60DDU001007265
AMEX60DDU001007266	AMEX60DDU001007266
AMEX60DDU001007267	AMEX60DDU001007267
AMEX60DDU001007268	Y1Q_0010563
AMEX60DDU001007269	ROHU_007786
AMEX60DDU001007270	LOC103281815
AMEX60DDU001007271	LOC107983780
AMEX60DDU001007272	AMEX60DDU001007272
AMEX60DDU001007273	AMEX60DDU001007273
AMEX60DDU001007274	AMEX60DDU001007274
AMEX60DDU001007275	AMEX60DDU001007275
AMEX60DDU001007276	AMEX60DDU001007276
AMEX60DDU001007277	DR999_PMT16752-CCNE1
AMEX60DDU001007278	LOC108715449
AMEX60DDU001007279	AMEX60DDU001007279
AMEX60DDU001007280	AMEX60DDU001007280
AMEX60DDU001007281	AMEX60DDU001007281
AMEX60DDU001007282	LOC108718530
AMEX60DDU001007283	AMEX60DDU001007283
AMEX60DDU001007284	LOC111947684
AMEX60DDU001007285	AMEX60DDU001007285
AMEX60DDU001007286	AMEX60DDU001007286
AMEX60DDU001007287	AMEX60DDU001007287
AMEX60DDU001007288	AMEX60DDU001007288
AMEX60DDU001007289	AMEX60DDU001007289
AMEX60DDU001007290	PLEKHF1
AMEX60DDU001007291	D9C73_028124
AMEX60DDU001007292	LOC107982656
AMEX60DDU001007293	AMEX60DDU001007293
AMEX60DDU001007294	AMEX60DDU001007294
AMEX60DDU001007295	AMEX60DDU001007295
AMEX60DDU001007296	AMEX60DDU001007296
AMEX60DDU001007297	AMEX60DDU001007297
AMEX60DDU001007298	AMEX60DDU001007298
AMEX60DDU001007299	AMEX60DDU001007299
AMEX60DDU001007300	AMEX60DDU001007300
AMEX60DDU001007301	PEG10
AMEX60DDU001007302	AMEX60DDU001007302
AMEX60DDU001007303	AMEX60DDU001007303
AMEX60DDU001007304	AMEX60DDU001007304
AMEX60DDU001007305	AMEX60DDU001007305
AMEX60DDU001007306	AMEX60DDU001007306
AMEX60DDU001007307	AMEX60DDU001007307
AMEX60DDU001007308	AMEX60DDU001007308
AMEX60DDU001007309	AMEX60DDU001007309
AMEX60DDU001007310	AMEX60DDU001007310
AMEX60DDU001007311	AMEX60DDU001007311
AMEX60DDU001007312	AMEX60DDU001007312
AMEX60DDU001007313	D4764_15G0009230
AMEX60DDU001007314	D9C73_028124
AMEX60DDU001007315	AMEX60DDU001007315
AMEX60DDU001007316	AMEX60DDU001007316
AMEX60DDU001007317	OLFM2
AMEX60DDU001007318	AMEX60DDU001007318
AMEX60DDU001007319	LOC102462795
AMEX60DDU001007320	AMEX60DDU001007320
AMEX60DDU001007321	OLFM2
AMEX60DDU001007322	AMEX60DDU001007322
AMEX60DDU001007323	OLFM2
AMEX60DDU001007324	AMEX60DDU001007324
AMEX60DDU001007325	AMEX60DDU001007325
AMEX60DDU001007326	AMEX60DDU001007326
AMEX60DDU001007327	AMEX60DDU001007327
AMEX60DDU001007328	AMEX60DDU001007328
AMEX60DDU001007329	AMEX60DDU001007329
AMEX60DDU001007330	AMEX60DDU001007330
AMEX60DDU001007331	AMEX60DDU001007331
AMEX60DDU001007332	AMEX60DDU001007332
AMEX60DDU001007333	AMEX60DDU001007333
AMEX60DDU001007334	LOC102380972
AMEX60DDU001007335	AMEX60DDU001007335
AMEX60DDU001007336	AMEX60DDU001007336
AMEX60DDU001007337	AMEX60DDU001007337
AMEX60DDU001007338	PIP4P1
AMEX60DDU001007339	AMEX60DDU001007339
AMEX60DDU001007340	LOC107982642
AMEX60DDU001007341	LOC114018432-LOC105379356
AMEX60DDU001007342	AMEX60DDU001007342
AMEX60DDU001007343	AMEX60DDU001007343
AMEX60DDU001007344	N/A
AMEX60DDU001007345	GNAO1-LOC340211
AMEX60DDU001007346	AMEX60DDU001007346
AMEX60DDU001007347	AMEX60DDU001007347
AMEX60DDU001007348	AMEX60DDU001007348
AMEX60DDU001007349	AMEX60DDU001007349
AMEX60DDU001007350	AMEX60DDU001007350
AMEX60DDU001007351	XELAEV_18035274MG-POL
AMEX60DDU001007352	AMEX60DDU001007352
AMEX60DDU001007353	ORF2P
AMEX60DDU001007354	LOC112547415
AMEX60DDU001007355	AMEX60DDU001007355
AMEX60DDU001007356	AMEX60DDU001007356
AMEX60DDU001007357	AMEX60DDU001007357
AMEX60DDU001007358	AMEX60DDU001007358
AMEX60DDU001007359	LOC115078735-HNRNPC
AMEX60DDU001007360	AMEX60DDU001007360
AMEX60DDU001007361	LOC113455277
AMEX60DDU001007362	AMEX60DDU001007362
AMEX60DDU001007363	AMEX60DDU001007363
AMEX60DDU001007364	COX7B
AMEX60DDU001007365	LOC115458260
AMEX60DDU001007366	AMEX60DDU001007366
AMEX60DDU001007367	LOC111190745
AMEX60DDU001007368	LOC106096529
AMEX60DDU001007369	LOC111947635
AMEX60DDU001007370	AMEX60DDU001007370
AMEX60DDU001007371	AMEX60DDU001007371
AMEX60DDU001007372	AMEX60DDU001007372
AMEX60DDU001007373	AMEX60DDU001007373
AMEX60DDU001007374	AMEX60DDU001007374
AMEX60DDU001007375	AMEX60DDU001007375
AMEX60DDU001007376	AMEX60DDU001007376
AMEX60DDU001007377	AMEX60DDU001007377
AMEX60DDU001007378	AMEX60DDU001007378
AMEX60DDU001007379	AMEX60DDU001007379
AMEX60DDU001007380	AMEX60DDU001007380
AMEX60DDU001007381	AMEX60DDU001007381
AMEX60DDU001007382	AMEX60DDU001007382
AMEX60DDU001007383	AMEX60DDU001007383
AMEX60DDU001007384	LOC110071128
AMEX60DDU001007385	AMEX60DDU001007385
AMEX60DDU001007386	AMEX60DDU001007386
AMEX60DDU001007387	AMEX60DDU001007387
AMEX60DDU001007388	AMEX60DDU001007388
AMEX60DDU001007389	AMEX60DDU001007389
AMEX60DDU001007390	AMEX60DDU001007390
AMEX60DDU001007391	AMEX60DDU001007391
AMEX60DDU001007392	AMEX60DDU001007392
AMEX60DDU001007393	AMEX60DDU001007393
AMEX60DDU001007394	AMEX60DDU001007394
AMEX60DDU001007395	AMEX60DDU001007395
AMEX60DDU001007396	AMEX60DDU001007396
AMEX60DDU001007397	AMEX60DDU001007397
AMEX60DDU001007398	AMEX60DDU001007398
AMEX60DDU001007399	AMEX60DDU001007399
AMEX60DDU001007400	AMEX60DDU001007400
AMEX60DDU001007401	AMEX60DDU001007401
AMEX60DDU001007402	AMEX60DDU001007402
AMEX60DDU001007403	AMEX60DDU001007403
AMEX60DDU001007404	LOC102202539
AMEX60DDU001007405	AMEX60DDU001007405
AMEX60DDU001007406	AMEX60DDU001007406
AMEX60DDU001007407	AMEX60DDU001007407
AMEX60DDU001007408	AMEX60DDU001007408
AMEX60DDU001007409	AMEX60DDU001007409
AMEX60DDU001007410	AMEX60DDU001007410
AMEX60DDU001007411	AMEX60DDU001007411
AMEX60DDU001007412	AMEX60DDU001007412
AMEX60DDU001007413	AMEX60DDU001007413
AMEX60DDU001007414	AMEX60DDU001007414
AMEX60DDU001007415	AMEX60DDU001007415
AMEX60DDU001007416	AMEX60DDU001007416
AMEX60DDU001007417	AMEX60DDU001007417
AMEX60DDU001007418	AMEX60DDU001007418
AMEX60DDU001007419	AMEX60DDU001007419
AMEX60DDU001007420	AMEX60DDU001007420
AMEX60DDU001007421	AMEX60DDU001007421
AMEX60DDU001007422	PARPI_0030181
AMEX60DDU001007423	AMEX60DDU001007423
AMEX60DDU001007424	AMEX60DDU001007424
AMEX60DDU001007425	AMEX60DDU001007425
AMEX60DDU001007426	AMEX60DDU001007426
AMEX60DDU001007427	LOC109196960
AMEX60DDU001007428	AMEX60DDU001007428
AMEX60DDU001007429	AMEX60DDU001007429
AMEX60DDU001007430	AMEX60DDU001007430
AMEX60DDU001007431	LOC106098505
AMEX60DDU001007432	TMEM167A
AMEX60DDU001007433	AMEX60DDU001007433
AMEX60DDU001007434	AMEX60DDU001007434
AMEX60DDU001007435	AMEX60DDU001007435
AMEX60DDU001007436	AMEX60DDU001007436
AMEX60DDU001007437	AMEX60DDU001007437
AMEX60DDU001007438	AMEX60DDU001007438
AMEX60DDU001007439	AMEX60DDU001007439
AMEX60DDU001007440	AMEX60DDU001007440
AMEX60DDU001007441	AMEX60DDU001007441
AMEX60DDU001007442	LOC104951079
AMEX60DDU001007443	AMEX60DDU001007443
AMEX60DDU001007444	AMEX60DDU001007444
AMEX60DDU001007445	AMEX60DDU001007445
AMEX60DDU001007446	AMEX60DDU001007446
AMEX60DDU001007447	AMEX60DDU001007447
AMEX60DDU001007448	AMEX60DDU001007448
AMEX60DDU001007449	AMEX60DDU001007449
AMEX60DDU001007450	AMEX60DDU001007450
AMEX60DDU001007451	AMEX60DDU001007451
AMEX60DDU001007452	AMEX60DDU001007452
AMEX60DDU001007453	AMEX60DDU001007453
AMEX60DDU001007454	AMEX60DDU001007454
AMEX60DDU001007455	LOC108698892
AMEX60DDU001007456	AMEX60DDU001007456
AMEX60DDU001007457	AMEX60DDU001007457
AMEX60DDU001007458	AMEX60DDU001007458
AMEX60DDU001007459	AMEX60DDU001007459
AMEX60DDU001007460	LOC114569085
AMEX60DDU001007461	LOC107575093
AMEX60DDU001007462	ROHU_019343
AMEX60DDU001007463	AMEX60DDU001007463
AMEX60DDU001007464	AMEX60DDU001007464
AMEX60DDU001007465	AMEX60DDU001007465
AMEX60DDU001007466	AFF4
AMEX60DDU001007467	AMEX60DDU001007467
AMEX60DDU001007468	AMEX60DDU001007468
AMEX60DDU001007469	AMEX60DDU001007469
AMEX60DDU001007470	PARPI_0007353
AMEX60DDU001007471	AMEX60DDU001007471
AMEX60DDU001007472	AMEX60DDU001007472
AMEX60DDU001007473	AMEX60DDU001007473
AMEX60DDU001007474	AMEX60DDU001007474
AMEX60DDU001007475	AMEX60DDU001007475
AMEX60DDU001007476	MMAB
AMEX60DDU001007477	LOC115090676
AMEX60DDU001007478	AMEX60DDU001007478
AMEX60DDU001007479	AMEX60DDU001007479
AMEX60DDU001007480	MMAB
AMEX60DDU001007481	CHST4
AMEX60DDU001007482	AMEX60DDU001007482
AMEX60DDU001007483	AMEX60DDU001007483
AMEX60DDU001007484	AMEX60DDU001007484
AMEX60DDU001007485	KARS1
AMEX60DDU001007486	LOC102459646
AMEX60DDU001007487	AMEX60DDU001007487
AMEX60DDU001007488	AMEX60DDU001007488
AMEX60DDU001007489	AMEX60DDU001007489
AMEX60DDU001007490	ADAT1
AMEX60DDU001007491	AMEX60DDU001007491
AMEX60DDU001007492	GABARAPL2
AMEX60DDU001007493	AMEX60DDU001007493
AMEX60DDU001007494	AMEX60DDU001007494
AMEX60DDU001007495	TMEM231
AMEX60DDU001007496	AMEX60DDU001007496
AMEX60DDU001007497	AMEX60DDU001007497
AMEX60DDU001007498	AMEX60DDU001007498
AMEX60DDU001007499	AMEX60DDU001007499
AMEX60DDU001007500	AMEX60DDU001007500
AMEX60DDU001007501	AMEX60DDU001007501
AMEX60DDU001007502	AMEX60DDU001007502
AMEX60DDU001007503	AMEX60DDU001007503
AMEX60DDU001007504	LOC112547415
AMEX60DDU001007505	LOC115084588
AMEX60DDU001007506	AMEX60DDU001007506
AMEX60DDU001007507	AMEX60DDU001007507
AMEX60DDU001007508	AMEX60DDU001007508
AMEX60DDU001007509	LOC102557987-CHST6
AMEX60DDU001007510	AMEX60DDU001007510
AMEX60DDU001007511	LOC114150198
AMEX60DDU001007512	AMEX60DDU001007512
AMEX60DDU001007513	AMEX60DDU001007513
AMEX60DDU001007514	AMEX60DDU001007514
AMEX60DDU001007515	AMEX60DDU001007515
AMEX60DDU001007516	AMEX60DDU001007516
AMEX60DDU001007517	ZNF507
AMEX60DDU001007518	AMEX60DDU001007518
AMEX60DDU001007519	ZNF507
AMEX60DDU001007520	AMEX60DDU001007520
AMEX60DDU001007521	N/A
AMEX60DDU001007522	AMEX60DDU001007522
AMEX60DDU001007523	LOC108286423-ZNF507
AMEX60DDU001007524	LOC114552212
AMEX60DDU001007525	N/A
AMEX60DDU001007526	AMEX60DDU001007526
AMEX60DDU001007527	L1TD1-LIKE
AMEX60DDU001007528	AMEX60DDU001007528
AMEX60DDU001007529	LOC115088534-HARBI1
AMEX60DDU001007530	AMEX60DDU001007530
AMEX60DDU001007531	AMEX60DDU001007531
AMEX60DDU001007532	AMEX60DDU001007532
AMEX60DDU001007533	DPY19L3-MGC35440
AMEX60DDU001007534	AMEX60DDU001007534
AMEX60DDU001007535	LOC102461666
AMEX60DDU001007536	AMEX60DDU001007536
AMEX60DDU001007537	AMEX60DDU001007537
AMEX60DDU001007538	AMEX60DDU001007538
AMEX60DDU001007539	AMEX60DDU001007539
AMEX60DDU001007540	AMEX60DDU001007540
AMEX60DDU001007541	UY3_10192-KIAA1702
AMEX60DDU001007542	AP2B1
AMEX60DDU001007543	AMEX60DDU001007543
AMEX60DDU001007544	AMEX60DDU001007544
AMEX60DDU001007545	D9C73_028464
AMEX60DDU001007546	LOC115091217-UQCRC1
AMEX60DDU001007547	AMEX60DDU001007547
AMEX60DDU001007548	LOC568735
AMEX60DDU001007549	AMEX60DDU001007549
AMEX60DDU001007550	LOC106702273-ENV
AMEX60DDU001007551	AMEX60DDU001007551
AMEX60DDU001007552	ECPAS
AMEX60DDU001007553	AMEX60DDU001007553
AMEX60DDU001007554	AMEX60DDU001007554
AMEX60DDU001007555	AMEX60DDU001007555
AMEX60DDU001007556	AMEX60DDU001007556
AMEX60DDU001007557	AMEX60DDU001007557
AMEX60DDU001007558	AMEX60DDU001007558
AMEX60DDU001007559	LOC111559200
AMEX60DDU001007560	AMEX60DDU001007560
AMEX60DDU001007561	AMEX60DDU001007561
AMEX60DDU001007562	AMEX60DDU001007562
AMEX60DDU001007563	AMEX60DDU001007563
AMEX60DDU001007564	AMEX60DDU001007564
AMEX60DDU001007565	AMEX60DDU001007565
AMEX60DDU001007566	AMEX60DDU001007566
AMEX60DDU001007567	AMEX60DDU001007567
AMEX60DDU001007568	AMEX60DDU001007568
AMEX60DDU001007569	LOC108713802
AMEX60DDU001007570	AMEX60DDU001007570
AMEX60DDU001007571	XELAEV_18033281MG
AMEX60DDU001007572	AMEX60DDU001007572
AMEX60DDU001007573	AMEX60DDU001007573
AMEX60DDU001007574	AMEX60DDU001007574
AMEX60DDU001007575	AMEX60DDU001007575
AMEX60DDU001007576	AMEX60DDU001007576
AMEX60DDU001007577	AMEX60DDU001007577
AMEX60DDU001007578	AMEX60DDU001007578
AMEX60DDU001007579	AMEX60DDU001007579
AMEX60DDU001007580	LOC115635630
AMEX60DDU001007581	AMEX60DDU001007581
AMEX60DDU001007582	AMEX60DDU001007582
AMEX60DDU001007583	AMEX60DDU001007583
AMEX60DDU001007584	AMEX60DDU001007584
AMEX60DDU001007585	AMEX60DDU001007585
AMEX60DDU001007586	AMEX60DDU001007586
AMEX60DDU001007587	AMEX60DDU001007587
AMEX60DDU001007588	AMEX60DDU001007588
AMEX60DDU001007589	LOC111188456
AMEX60DDU001007590	AMEX60DDU001007590
AMEX60DDU001007591	AMEX60DDU001007591
AMEX60DDU001007592	AMEX60DDU001007592
AMEX60DDU001007593	AMEX60DDU001007593
AMEX60DDU001007594	AMEX60DDU001007594
AMEX60DDU001007595	LOC108803349
AMEX60DDU001007596	AMEX60DDU001007596
AMEX60DDU001007597	AMEX60DDU001007597
AMEX60DDU001007598	LOC114042997-H3C14
AMEX60DDU001007599	AMEX60DDU001007599
AMEX60DDU001007600	AMEX60DDU001007600
AMEX60DDU001007601	AMEX60DDU001007601
AMEX60DDU001007602	LOC108698892-ERV3-2
AMEX60DDU001007603	ROHU_001488
AMEX60DDU001007604	ROHU_035668
AMEX60DDU001007605	XELAEV_18041766MG
AMEX60DDU001007606	AMEX60DDU001007606
AMEX60DDU001007607	AMEX60DDU001007607
AMEX60DDU001007608	PARPI_0029446
AMEX60DDU001007609	AMEX60DDU001007609
AMEX60DDU001007610	LOC115090287
AMEX60DDU001007611	LOC106732794
AMEX60DDU001007612	UY3_00081
AMEX60DDU001007613	PARPI_0025466
AMEX60DDU001007614	AMEX60DDU001007614
AMEX60DDU001007615	AMEX60DDU001007615
AMEX60DDU001007616	AMEX60DDU001007616
AMEX60DDU001007617	AMEX60DDU001007617
AMEX60DDU001007618	AMEX60DDU001007618
AMEX60DDU001007619	N/A
AMEX60DDU001007620	LOC109111278
AMEX60DDU001007621	AMEX60DDU001007621
AMEX60DDU001007622	AMEX60DDU001007622
AMEX60DDU001007623	AMEX60DDU001007623
AMEX60DDU001007624	AMEX60DDU001007624
AMEX60DDU001007625	AMEX60DDU001007625
AMEX60DDU001007626	AMEX60DDU001007626
AMEX60DDU001007627	AMEX60DDU001007627
AMEX60DDU001007628	AMEX60DDU001007628
AMEX60DDU001007629	AMEX60DDU001007629
AMEX60DDU001007630	LOC114595149
AMEX60DDU001007631	IP6K3
AMEX60DDU001007632	AMEX60DDU001007632
AMEX60DDU001007633	AMEX60DDU001007633
AMEX60DDU001007634	LOC112545447
AMEX60DDU001007635	AMEX60DDU001007635
AMEX60DDU001007636	AMEX60DDU001007636
AMEX60DDU001007637	AMEX60DDU001007637
AMEX60DDU001007638	AMEX60DDU001007638
AMEX60DDU001007639	GCNT4
AMEX60DDU001007640	LOC102461666
AMEX60DDU001007641	AMEX60DDU001007641
AMEX60DDU001007642	AMEX60DDU001007642
AMEX60DDU001007643	E1301_TTI003913
AMEX60DDU001007644	AMEX60DDU001007644
AMEX60DDU001007645	AMEX60DDU001007645
AMEX60DDU001007646	AMEX60DDU001007646
AMEX60DDU001007647	AMEX60DDU001007647
AMEX60DDU001007648	AMEX60DDU001007648
AMEX60DDU001007649	AMEX60DDU001007649
AMEX60DDU001007650	AMEX60DDU001007650
AMEX60DDU001007651	AMEX60DDU001007651
AMEX60DDU001007652	LOC108715343-RTL1
AMEX60DDU001007653	AMEX60DDU001007653
AMEX60DDU001007654	AMEX60DDU001007654
AMEX60DDU001007655	AMEX60DDU001007655
AMEX60DDU001007656	AMEX60DDU001007656
AMEX60DDU001007657	AMEX60DDU001007657
AMEX60DDU001007658	XELAEV_18003287MG
AMEX60DDU001007659	LOC115085185
AMEX60DDU001007660	AMEX60DDU001007660
AMEX60DDU001007661	AMEX60DDU001007661
AMEX60DDU001007662	AMEX60DDU001007662
AMEX60DDU001007663	AMEX60DDU001007663
AMEX60DDU001007664	AMEX60DDU001007664
AMEX60DDU001007665	AMEX60DDU001007665
AMEX60DDU001007666	AMEX60DDU001007666
AMEX60DDU001007667	AMEX60DDU001007667
AMEX60DDU001007668	AMEX60DDU001007668
AMEX60DDU001007669	AMEX60DDU001007669
AMEX60DDU001007670	LOC112543511
AMEX60DDU001007671	AMEX60DDU001007671
AMEX60DDU001007672	N/A
AMEX60DDU001007673	LOC568735-NAG13
AMEX60DDU001007674	AMEX60DDU001007674
AMEX60DDU001007675	AMEX60DDU001007675
AMEX60DDU001007676	AMEX60DDU001007676
AMEX60DDU001007677	AMEX60DDU001007677
AMEX60DDU001007678	AMEX60DDU001007678
AMEX60DDU001007679	LOC102461666
AMEX60DDU001007680	AMEX60DDU001007680
AMEX60DDU001007681	LOC106733090
AMEX60DDU001007682	AMEX60DDU001007682
AMEX60DDU001007683	DUI87_05418-NTAN1
AMEX60DDU001007684	D4764_19G0009850
AMEX60DDU001007685	AMEX60DDU001007685
AMEX60DDU001007686	AMEX60DDU001007686
AMEX60DDU001007687	AMEX60DDU001007687
AMEX60DDU001007688	AMEX60DDU001007688
AMEX60DDU001007689	GSONMT00027580001-NAG13
AMEX60DDU001007690	AMEX60DDU001007690
AMEX60DDU001007691	AMEX60DDU001007691
AMEX60DDU001007692	AMEX60DDU001007692
AMEX60DDU001007693	AMEX60DDU001007693
AMEX60DDU001007694	AMEX60DDU001007694
AMEX60DDU001007695	AMEX60DDU001007695
AMEX60DDU001007696	LOC115080906
AMEX60DDU001007697	AMEX60DDU001007697
AMEX60DDU001007698	AMEX60DDU001007698
AMEX60DDU001007699	AMEX60DDU001007699
AMEX60DDU001007700	AMEX60DDU001007700
AMEX60DDU001007701	AMEX60DDU001007701
AMEX60DDU001007702	AMEX60DDU001007702
AMEX60DDU001007703	AMEX60DDU001007703
AMEX60DDU001007704	AMEX60DDU001007704
AMEX60DDU001007705	AMEX60DDU001007705
AMEX60DDU001007706	AMEX60DDU001007706
AMEX60DDU001007707	AMEX60DDU001007707
AMEX60DDU001007708	LOC106703295
AMEX60DDU001007709	AMEX60DDU001007709
AMEX60DDU001007710	AMEX60DDU001007710
AMEX60DDU001007711	AMEX60DDU001007711
AMEX60DDU001007712	AMEX60DDU001007712
AMEX60DDU001007713	AMEX60DDU001007713
AMEX60DDU001007714	AMEX60DDU001007714
AMEX60DDU001007715	PARPI_0025686
AMEX60DDU001007716	LOC100135188
AMEX60DDU001007717	AMEX60DDU001007717
AMEX60DDU001007718	AMEX60DDU001007718
AMEX60DDU001007719	ASZ78_004240-HMGCR
AMEX60DDU001007720	AMEX60DDU001007720
AMEX60DDU001007721	AMEX60DDU001007721
AMEX60DDU001007722	LOC115088534
AMEX60DDU001007723	AMEX60DDU001007723
AMEX60DDU001007724	AMEX60DDU001007724
AMEX60DDU001007725	TESPA1
AMEX60DDU001007726	NAP1L1
AMEX60DDU001007727	AMEX60DDU001007727
AMEX60DDU001007728	LOC115791283
AMEX60DDU001007729	RSPH10B-RSPH10B2
AMEX60DDU001007730	AMEX60DDU001007730
AMEX60DDU001007731	AMEX60DDU001007731
AMEX60DDU001007732	LOC115635630
AMEX60DDU001007733	AMEX60DDU001007733
AMEX60DDU001007734	AMEX60DDU001007734
AMEX60DDU001007735	LOC114656580
AMEX60DDU001007736	AMEX60DDU001007736
AMEX60DDU001007737	AMEX60DDU001007737
AMEX60DDU001007738	LOC106705729
AMEX60DDU001007739	OCM2
